,code,name,cur_price,volume,high_price,low_price
009470,009470,삼화전기,24150,94555,24650,-23800
009540,009540,현대중공업,-124500,537322,127500,-123000
009580,009580,무림P&P,-6130,440434,6230,-6050
009680,009680,모토닉,-10950,232206,11450,-10750
009770,009770,삼정펄프,35400,896,35550,-34500
009810,009810,엔케이물산,799,1200246,809,-780
009830,009830,한화케미칼,-21850,760266,22350,-21500
009835,009835,한화케미칼우,-12100,3100,12150,-11950
009970,009970,영원무역홀딩스,62000,2525,62200,-60700
010040,010040,한국내화,10400,3853799,10450,-9800
010050,010050,우리종금,-796,2939795,802,-787
010060,010060,OCI,-96300,245771,-97100,-95100
010100,010100,한국프랜지,-1750,62426,1820,-1750
010120,010120,LS산전,51700,117668,51700,-50700
010130,010130,고려아연,435500,34407,435500,-425500
010140,010140,삼성중공업,-8610,5691950,8780,-8360
010145,010145,삼성중공우,-48800,2677,50000,-48350
010400,010400,우진아이엔에스,-10800,86305,11150,-10650
010420,010420,한솔PNS,-1520,141345,1550,-1500
010580,010580,지코,800,293727,801,-769
010600,010600,웰바이오텍,5050,434445,5060,-4795
010620,010620,현대미포조선,-60200,329146,61500,-59500
010640,010640,진양폴리,-2505,51451,-2555,-2460
010660,010660,화천기계,21050,6261,21300,-20450
010690,010690,화신,-2685,15879,2715,-2645
010770,010770,평화홀딩스,-7000,141695,7300,-6950
010780,010780,아이에스동서,32300,46753,32300,-31450
010820,010820,퍼스텍,-3350,505786,3460,-3305
010950,010950,S-Oil,105000,274600,105000,-102500
010955,010955,S-Oil우,-69200,8865,69800,-69000
010960,010960,삼호개발,-5750,133386,6000,-5670
011000,011000,진원생명과학,-5000,218045,-5090,-4975
011070,011070,LG이노텍,107500,233256,109000,-103500
011090,011090,에넥스,1460,1420192,1485,1420
011150,011150,CJ씨푸드,2490,44714,2510,-2465
011155,011155,CJ씨푸드1우,28850,1812,28900,-28100
011160,011160,두산건설,-1540,2718817,-1635,-1510
011170,011170,롯데케미칼,302000,145649,302500,-294000
011200,011200,현대상선,4285,874309,4350,-4220
011210,011210,현대위아,-41250,225021,-42250,-40300
011230,011230,삼화전자,3030,55150,3040,-2990
011280,011280,태림포장,4725,2506167,4830,-4350
011300,011300,성안,703,3746754,763,659
011330,011330,유니켐,1880,4183200,1925,1845
011390,011390,부산산업,-177500,18523,184500,-176500
011420,011420,갤럭시아에스엠,-1925,51079,2000,-1870
011500,011500,한농화성,4370,13560,4415,-4285
011690,011690,유양디앤유,-8550,268781,8730,-8450
011700,011700,한신기계,-2500,151529,2565,-2480
011760,011760,현대상사,-32050,277368,33100,-31700
011780,011780,금호석유,86500,113923,86500,-84600
011785,011785,금호석유우,32150,5211,32150,-31700
011790,011790,SKC,41100,154249,41100,-39850
011810,011810,STX,-16900,85911,17600,-16900
011930,011930,신성이엔지,1165,677899,1170,-1140
012030,012030,DB,915,590514,918,-905
012160,012160,영흥철강,-1595,23509992,1890,-1595
012170,012170,키위미디어그룹,-345,1149955,355,-345
012200,012200,계양전기,-3805,28012,3840,-3790
012205,012205,계양전기우,-9960,97970,10500,-9930
012280,012280,영화금속,1630,10219985,1935,1620
012320,012320,경동인베스트,48300,37478,49300,46050
012330,012330,현대모비스,-218000,343277,-218000,-210500
012450,012450,한화에어로스페이스,-32400,171896,32700,-32100
012510,012510,더존비즈온,41750,139572,41750,-40850
012600,012600,청호컴넷,-2750,20359,-2785,-2750
012610,012610,경인양행,6900,337250,6970,-6750
012630,012630,HDC,-18650,413934,18950,-18350
012690,012690,모나리자,4090,426369,4125,-4025
012750,012750,에스원,104000,57967,104000,-100500
012800,012800,대창,-976,222956,988,-974
013000,013000,세우글로벌,2025,31823592,2370,2025
013360,013360,일성건설,-2070,1426434,2195,-2070
013520,013520,화승알앤에이,2100,30190,2110,-2070
013570,013570,디와이,-6070,78715,6200,-6070
013580,013580,계룡건설,-26150,24170,26500,-25850
013700,013700,까뮤이앤씨,-1490,1313590,1530,-1470
013870,013870,지엠비코리아,-8370,353703,8750,-8360
014130,014130,한익스프레스,5190,35741,5310,-5090
014160,014160,대영포장,-1430,2838250,1520,-1430
014280,014280,금강공업,23100,19932,23300,22600
014285,014285,금강공업우,-35800,23,-35950,-35250
014440,014440,영보화학,3945,11785,3965,-3900
014530,014530,극동유화,-3465,93584,3510,-3440
014580,014580,백광소재,-3155,186119,3235,-3140
014680,014680,한솔케미칼,91000,59244,91000,-87900
014710,014710,사조씨푸드,6690,43305,6720,-6570
014790,014790,한라,-5020,237442,5120,-4955
014820,014820,동원시스템즈,30800,19931,30800,-29900
014825,014825,동원시스템즈우,20950,258,20950,-20400
014830,014830,유니드,47400,21488,47400,-45700
014910,014910,성문전자,-3485,622135,3610,-3440
014915,014915,성문전자우,-17500,93074,-18600,-17350
014990,014990,인디에프,-3100,19735521,3715,-3040
015020,015020,이스타코,709,93915,709,-691
015230,015230,대창단조,-42950,4345,43350,-42650
015260,015260,에이엔피,498,22059531,545,-422
015350,015350,부산가스,-39550,1645,-39850,-39100
015360,015360,예스코홀딩스,42550,839,42550,-42100
015540,015540,메디파트너생명공학,7300,4787,7440,-7220
015590,015590,큐로,554,85801,555,-545
015760,015760,한국전력,-33800,1670031,-33950,-32900
015860,015860,일진홀딩스,4040,137361,4075,-3950
015890,015890,태경산업,-5870,96802,5990,-5810
016090,016090,대현,2480,177275,2485,-2380
016360,016360,삼성증권,33950,267743,33950,-33250
016380,016380,동부제철,10400,57368,10400,-9990
016385,016385,동부제철우,45500,7777,45500,-43650
016450,016450,한세예스24홀딩스,8900,141677,8940,-8360
016580,016580,환인제약,19050,16148,19150,-18800
016590,016590,신대양제지,-66500,49408,69200,-65700
016610,016610,DB금융투자,4960,58708,4970,-4900
016710,016710,대성홀딩스,-6510,6501,6570,-6470
016740,016740,두올,-3200,88992,3240,-3170
016800,016800,퍼시스,31050,2811,31350,-30700
016880,016880,웅진,2325,212038,2340,-2290
017040,017040,광명전기,-3245,501052,3300,-3150
017180,017180,명문제약,5750,309490,5770,-5610
017370,017370,우신시스템,-6730,29431,6820,-6670
017390,017390,서울가스,83900,77,84200,83200
017550,017550,수산중공업,-2030,1296115,2085,-1990
017670,017670,SK텔레콤,260000,249584,260000,-256500
017800,017800,현대엘리베이,-118500,498057,120000,-115000
017810,017810,풀무원,82600,3212,82700,-81600
017900,017900,광전자,2415,254605,2415,-2340
017940,017940,E1,-59500,4423,59600,-58500
017960,017960,한국카본,-8090,512535,8340,-7960
018250,018250,애경산업,-39600,229605,40500,-39550
018260,018260,삼성에스디에스,228500,113188,228500,-223000
018470,018470,조일알미늄,1060,327208,1095,-1055
018500,018500,동원금속,892,64881,905,-881
018670,018670,SK가스,-80500,17339,81400,-80000
018880,018880,한온시스템,-12550,1112701,-12700,-12250
019170,019170,신풍제약,-8180,1098073,8340,-8000
019175,019175,신풍제약우,-6780,11754,6880,-6710
019180,019180,티에이치엔,-2770,124130,2840,-2715
019440,019440,세아특수강,-15050,7612,15250,-15000
019490,019490,하이트론,3825,21945,3895,-3745
019680,019680,대교,6580,64168,6580,-6420
019685,019685,대교우B,4470,3820,4470,-4455
020000,020000,한섬,37150,59570,37150,-36500
020120,020120,키다리스튜디오,-2600,8916,2645,-2585
020150,020150,일진머티리얼즈,43800,431325,43800,-42100
020560,020560,아시아나항공,4345,419331,4365,-4320
020760,020760,일진디스플,4025,193275,4030,-3870
021050,021050,서원,1210,68010,1215,-1185
021240,021240,코웨이,86500,234036,86500,-82600
021820,021820,세원정공,7660,967,7680,-7550
023000,023000,삼원강재,3055,5809,3060,-3020
023150,023150,MH에탄올,6180,9713,6190,6060
023350,023350,한국종합기술,-6460,409575,6800,-6310
023450,023450,동남합성,72000,5484,72300,68500
023530,023530,롯데쇼핑,193500,69097,194500,-192000
023590,023590,다우기술,-21650,88299,-21850,-21400
023800,023800,인지컨트롤스,-8050,613342,8360,-7900
023810,023810,인팩,-4695,434498,-4920,-4530
023960,023960,에쓰씨엔지니어링,1730,8761,1730,-1690
024070,024070,WISCOM,3000,6965,3015,-2925
024090,024090,디씨엠,11050,11060,11050,-10800
024110,024110,기업은행,14100,995928,14100,-13800
024720,024720,한국콜마홀딩스,32750,287940,32900,31100
024890,024890,대원화성,2020,452752,2040,-1950
024900,024900,덕양산업,1425,161361,1440,-1410
025000,025000,KPX케미칼,-55800,2929,-56000,-55100
025530,025530,SJM홀딩스,3370,10495,3400,3325
025540,025540,한국단자,50500,34021,50500,-48100
025560,025560,미래산업,181,5712079,184,177
025620,025620,제이준코스메틱,10450,875155,10700,10200
025750,025750,한솔홈데코,-1605,968172,1640,-1595
025820,025820,이구산업,-2110,328642,2210,-2085
025860,025860,남해화학,14000,320058,14150,-13700
025890,025890,한국주강,2305,99257,2345,-2270
026890,026890,디피씨,6430,3273243,6650,6360
026940,026940,부국철강,-3290,913962,3475,-3265
026960,026960,동서,19450,77323,19450,-18950
027390,027390,한화갤러리아타임월드,-29400,15500,-29400,-28800
027410,027410,BGF,-7910,117966,7980,-7850
027740,027740,마니커,832,881755,835,-826
027970,027970,세하,-1515,492239,1575,-1485
028050,028050,삼성엔지니어링,-15700,1462944,15800,-15250
028100,028100,동아지질,-18950,294656,19900,-18800
028260,028260,삼성물산,117500,396098,117500,-114000
02826K,02826K,삼성물산우B,-72400,1397,73100,-72000
028670,028670,팬오션,-4285,1685210,4375,-4235
029460,029460,케이씨,15650,354268,15700,-14450
029530,029530,신도리코,49650,7200,49800,-48750
029780,029780,삼성카드,34400,157985,34400,-32950
030000,030000,제일기획,25400,405946,25400,-24450
030200,030200,KT,28550,1103434,28550,-28200
030210,030210,KTB투자증권,-3315,191319,3330,-3290
030610,030610,교보증권,9540,34549,9620,-9450
030720,030720,동원수산,-9520,46193,9690,-9410
030790,030790,동양네트웍스,-2190,571153,2260,-2190
031430,031430,신세계인터내셔날,-201500,25350,209000,-201500
031440,031440,신세계푸드,94200,18553,94200,-92000
031820,031820,콤텍시스템,1600,1541293,1610,-1550
032350,032350,롯데관광개발,14500,396892,14550,-13800
032560,032560,황금에스티,-11350,141874,11650,-11000
032640,032640,LG유플러스,14950,3714029,14950,-14600
032830,032830,삼성생명,90800,344676,90800,-88700
033180,033180,필룩스,11950,804476,12150,11900
033240,033240,자화전자,14350,252924,14400,-13950
033250,033250,체시스,982,322592,996,965
033270,033270,유나이티드제약,24600,41477,24600,-24350
033530,033530,세종공업,-7120,479079,7500,-7050
033660,033660,아주캐피탈,-8770,98997,8940,-8720
033780,033780,KT&G,99500,344089,99500,-97900
033920,033920,무학,14500,38093,14500,-13600
034020,034020,두산중공업,-9420,5235166,-9820,-9280
034120,034120,SBS,23700,32890,23700,-23200
034220,034220,LG디스플레이,19400,1997138,19450,-18900
034300,034300,신세계건설,27000,7779,27200,-26550
034310,034310,NICE,-18100,53825,18500,-18050
034590,034590,인천도시가스,29150,796,29150,-29000
034730,034730,SK,277500,132311,277500,-266000
03473K,03473K,SK우,-140500,1425,141000,-139000
034830,034830,한국토지신탁,-2595,267023,2630,-2585
035000,035000,지투알,-7940,9520,7970,-7810
035150,035150,백산,-6900,62928,7080,-6860
035250,035250,강원랜드,34550,626877,34550,-33250
035420,035420,NAVER,127500,700427,130500,125000
035510,035510,신세계 I&C,142500,27088,144000,-133500
035720,035720,카카오,100500,849160,101000,-96100
036460,036460,한국가스공사,54700,118187,54700,-53400
036530,036530,S&T홀딩스,13000,21461,13100,-12800
036570,036570,엔씨소프트,448000,302509,448000,433000
036580,036580,팜스코,8020,58753,8020,-7810
037270,037270,YG PLUS,2120,56801,2120,-2075
037560,037560,CJ헬로,10500,2412280,11000,-10350
037710,037710,광주신세계,205000,307,205500,-202500
039130,039130,하나투어,65500,91271,65800,-65100
039490,039490,키움증권,82500,75751,82900,-81400
039570,039570,HDC아이콘트롤스,10800,81887,10900,-10300
041650,041650,상신브레이크,4355,21666,4365,-4295
042660,042660,대우조선해양,-31000,1021013,32400,-30550
042670,042670,두산인프라코어,-7470,7820860,7910,-7440
042700,042700,한미반도체,8920,297184,9060,-8690
044380,044380,주연테크,438,18921000,467,395
044450,044450,KSS해운,6780,39384,6840,-6710
044820,044820,코스맥스비티아이,20800,64012,20800,19650
047040,047040,대우건설,-5130,1321645,5160,-5060
047050,047050,포스코대우,19250,306999,19250,-18750
047400,047400,유니온머티리얼,-2040,213180,-2075,-2005
047810,047810,한국항공우주,35200,1897778,35200,33600
049770,049770,동원F&B,-277500,5079,-279000,-274000
049800,049800,우진플라임,-7280,289543,-7390,-7050
051600,051600,한전KPS,33800,265634,33800,-32650
051630,051630,진양화학,-6240,338588,6340,-6080
051900,051900,LG생활건강,1233000,32915,1233000,-1204000
051905,051905,LG생활건강우,705000,1151,710000,702000
051910,051910,LG화학,380000,174263,380000,-373000
051915,051915,LG화학우,209500,9190,210000,-206500
052690,052690,한전기술,25550,128647,25550,-24750
053210,053210,스카이라이프,-11650,38161,11750,-11500
053690,053690,한미글로벌,-13100,497178,13750,-12900
055490,055490,테이팩스,-23050,11471,23650,-23000
055550,055550,신한지주,44250,1328083,44250,-42900
057050,057050,현대홈쇼핑,106000,25756,106000,-101500
058430,058430,포스코강판,20550,2700,20550,-20350
058650,058650,세아홀딩스,-95700,731,-96400,-95100
058730,058730,다스코,9670,494052,9730,-9200
058850,058850,KTcs,-2600,451403,2685,-2585
058860,058860,케이티스,-2940,324504,3045,-2920
060980,060980,한라홀딩스,42950,23243,42950,-41550
063160,063160,종근당바이오,-22300,6260,22350,-21900
064350,064350,현대로템,-27850,950687,28300,-27350
064960,064960,S&T모티브,-34550,40115,34950,-34200
066570,066570,LG전자,72300,799937,73000,-70500
066575,066575,LG전자우,28900,37908,29200,-28600
067830,067830,세이브존I&C,4140,18835,4180,4135
068270,068270,셀트리온,-210000,672355,213000,-206500
068290,068290,삼성출판사,17000,341638,17100,-16350
068400,068400,AJ렌터카,11900,347691,12100,11650
069260,069260,휴켐스,22350,159803,22350,-21450
069460,069460,대호에이엘,5420,0,0,0
069500,069500,KODEX 200,29215,4946913,29215,-28710
069620,069620,대웅제약,-203500,59006,-204000,-199000
069640,069640,한세엠케이,8100,48028,8110,-7750
069660,069660,KOSEF 200,29570,103613,29570,-29075
069730,069730,DSR제강,6610,2487486,6740,-6310
069960,069960,현대백화점,95200,124693,95200,-92700
070960,070960,용평리조트,-10750,2079044,-11100,-10400
071050,071050,한국금융지주,62600,172364,62600,-61400
071055,071055,한국금융지주우,35800,4662,35950,-35250
071090,071090,하이스틸,-31900,16288,32700,-31150
071320,071320,지역난방공사,57500,8807,57500,-56200
071840,071840,롯데하이마트,-47000,187806,48200,-46550
071950,071950,코아스,-2030,3559844,2045,-1910
071970,071970,STX중공업,-6780,224301,7090,-6770
072130,072130,유엔젤,-4440,269764,4665,-4410
072710,072710,농심홀딩스,81600,3273,81700,-80900
073240,073240,금호타이어,5080,526283,5080,-4985
074610,074610,나노메딕스,-6800,387207,7000,-6630
075180,075180,새론오토모티브,5300,975,5300,-5250
075580,075580,세진중공업,4515,213924,4540,-4320
077500,077500,유니퀘스트,7610,88612,7660,-7390
077970,077970,STX엔진,7900,531677,8990,7660
078000,078000,텔코웨어,14150,41298,14200,-13900
078520,078520,에이블씨엔씨,12000,361289,12600,11750
078930,078930,GS,53900,196248,53900,-52400
078935,078935,GS우,36600,1909,36650,-36200
079160,079160,CJ CGV,-40500,258631,-40550,-39650
079430,079430,현대리바트,19600,136467,19600,-19050
079440,079440,오렌지라이프,-34150,192969,34800,-34150
079550,079550,LIG넥스원,36450,177937,36450,-35850
079660,079660,사조해표,10300,22074,10350,-10150
079980,079980,휴비스,7930,133067,8000,-7840
081000,081000,일진다이아,-38400,249416,39750,-38200
081660,081660,휠라코리아,48550,891263,49050,46300
082640,082640,동양생명,5110,80472,5140,-5000
082740,082740,HSD엔진,-4800,943971,-5040,-4705
083370,083370,동북아12호,5000,0,0,0
083380,083380,동북아13호,5020,0,0,0
083420,083420,그린케미칼,3640,15725,3645,-3600
084010,084010,대한제강,6780,867561,6980,6520
084670,084670,동양고속,-27550,1612,28000,-27550
084680,084680,이월드,-2625,2573931,2760,-2605
084690,084690,대상홀딩스,8310,31753,8310,-8120
084695,084695,대상홀딩스우,-5760,2396,6110,-5760
084870,084870,TBH글로벌,-2800,79239,2890,-2750
085310,085310,엔케이,-2050,1624017,2115,-2035
085620,085620,미래에셋생명,5020,321054,5030,-4880
086280,086280,현대글로비스,-140500,83768,-140500,-138000
086790,086790,하나금융지주,-40500,1294796,40850,-40000
088260,088260,이리츠코크렙,-4795,59766,4810,-4790
088350,088350,한화생명,4230,2047771,4255,-4190
088790,088790,진도,-4845,143931,4950,-4645
088980,088980,맥쿼리인프라,10050,888037,10050,-9980
089470,089470,HDC현대EP,-4975,82934,5030,-4855
089590,089590,제주항공,34000,76885,34550,-33650
090080,090080,평화산업,-2605,449872,2695,-2605
090350,090350,노루페인트,-9090,53240,9240,-9030
090355,090355,노루페인트우,-12600,118458,14100,-12600
090370,090370,메타랩스,-1775,350635,1835,-1765
090430,090430,아모레퍼시픽,172500,254451,174500,170000
090435,090435,아모레퍼시픽우,97800,4530,98200,-96500
091090,091090,세원셀론텍,3995,447130,4040,-3910
091160,091160,KODEX 반도체,21620,7728,21620,-21020
091170,091170,KODEX 은행,8015,175665,8015,-7880
091180,091180,KODEX 자동차,-14480,19586,-14605,-14315
091210,091210,TIGER KRX100,47000,0,0,0
091220,091220,TIGER 은행,8240,2501,8240,-8120
091230,091230,TIGER 반도체,22045,55353,22045,-21445
091810,091810,티웨이항공,7310,144947,7380,-7250
092200,092200,디아이씨,-7170,263168,7440,-7170
092220,092220,KEC,1215,662218,1225,1205
092230,092230,KPX홀딩스,60500,550,60500,-59900
092440,092440,기신정기,3805,12505,3810,-3760
092780,092780,동양피스톤,6600,290357,6950,-6530
093050,093050,LF,25100,49844,25100,-24500
093230,093230,이아이디,204,392034,205,-200
093240,093240,형지엘리트,-2270,1097105,2325,-2205
093370,093370,후성,-8460,789615,8550,-8330
094280,094280,효성ITX,11250,185681,12000,-10800
095570,095570,AJ네트웍스,4980,44731,4980,-4840
095720,095720,웅진씽크빅,3320,1355295,3355,-3215
096760,096760,JW홀딩스,7400,117629,7400,-7160
096770,096770,SK이노베이션,-183500,215344,-183500,-180000
096775,096775,SK이노베이션우,-123000,3317,-124000,-122500
097230,097230,한진중공업,1190,0,0,0
097750,097750,TREX 중소형가치,8275,4,8275,-8225
097950,097950,CJ제일제당,339500,41054,339500,-331000
097955,097955,CJ제일제당 우,128000,2754,128500,-126000
098560,098560,TIGER 방송통신,-10045,1903,-10050,-9965
099140,099140,KODEX China H,20860,5444,20920,-20745
100220,100220,비상교육,7400,19677,7490,-7350
100250,100250,진양홀딩스,2690,36787,2705,-2670
100840,100840,S&TC,13300,4661,13300,-12850
100910,100910,KOSEF KRX100,4730,69,4730,-4675
101060,101060,SBS미디어홀딩스,2355,34084,2365,-2340
101140,101140,아티스,-4770,151563,4900,-4750
101280,101280,KODEX 일본TOPIX100,12100,190,12100,12085
101530,101530,해태제과식품,11600,110143,11750,-11150
102110,102110,TIGER 200,29105,2484258,29105,-28620
102260,102260,동성코퍼레이션,5300,226660,5440,-5160
102280,102280,쌍방울,1160,1553820,1160,1130
102460,102460,이연제약,16300,17751,16300,-15800
102780,102780,KODEX 삼성그룹,6920,59639,6920,-6795
102960,102960,KODEX 기계장비,-5195,75292,-5260,-5115
102970,102970,KODEX 증권,6655,54169,6655,-6580
103130,103130,웅진에너지,-1710,98194,1730,-1685
103140,103140,풍산,28800,80386,28800,-28250
103590,103590,일진전기,-3695,81553,3785,-3665
104520,104520,KOSEF 블루칩,8330,272,8330,-8150
104530,104530,KOSEF 고배당,8525,5082,8525,-8405
104700,104700,한국철강,5730,74667,5780,-5610
105010,105010,TIGER 라틴35,-4050,500,4075,-4030
105190,105190,KINDEX 200,29505,182226,29505,-29020
105560,105560,KB금융,46200,1523586,46300,-45800
105630,105630,한세실업,23900,620162,23900,-21400
105780,105780,KBSTAR 5대그룹주,5580,20124,5580,-5500
105840,105840,우진,-6450,2941386,7010,-6260
107590,107590,미원홀딩스,39300,7036,39600,37400
108450,108450,KINDEX 삼성그룹섹터가중,10250,50492,10250,-10110
108590,108590,TREX 200,29540,52,29540,-29055
108670,108670,LG하우시스,-67300,87506,69000,-65900
108675,108675,LG하우시스우,-31400,1053,31550,-31000
109070,109070,컨버즈,-4060,74082,4160,-4035
111110,111110,호전실업,11200,40777,11200,-10600
111770,111770,영원무역,37250,162188,37300,-35550
112610,112610,씨에스윈드,29900,53419,30150,-28750
114090,114090,GKL,23050,435439,23050,-22500
114100,114100,KBSTAR 국고채3년,111680,10398,111705,111680
114260,114260,KODEX 국고채3년,55815,13784,55820,-55795
114460,114460,KINDEX 중기국고채,-106105,1,-106105,-106105
114470,114470,KOSEF 국고채3년,111235,4,111235,111235
114800,114800,KODEX 인버스,-6610,8937780,6725,-6610
